[ 2026-03-14 13:03:47 ] INFO | root | Entered start_data_ingestion method of TrainPipeline class
[ 2026-03-14 13:03:52 ] INFO | root | Exited start_data_validation method of TrainPipeline class
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Reading YAML file: config\schema.yaml
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | YAML file read successfully
[ 2026-03-14 13:03:52 ] INFO | root | Starting data transformation
[ 2026-03-14 13:03:52 ] INFO | root | Entered get_data_transformer_object method
[ 2026-03-14 13:03:52 ] INFO | root | Initializing transformers
[ 2026-03-14 13:03:52 ] INFO | root | Preprocessor pipeline created successfully
[ 2026-03-14 13:03:52 ] INFO | root | Train and test data loaded
[ 2026-03-14 13:03:52 ] INFO | root | Dropped unnecessary columns
[ 2026-03-14 13:03:52 ] INFO | root | Applied preprocessing
[ 2026-03-14 13:03:52 ] INFO | root | Applied SMOTEENN on training data
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Entered save_object method
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Object saved successfully
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Saving numpy array: artifact\data_transformation\transformed\train.npy
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Numpy array saved successfully
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Saving numpy array: artifact\data_transformation\transformed\test.npy
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Numpy array saved successfully
[ 2026-03-14 13:03:52 ] INFO | root | Saved transformed artifacts
[ 2026-03-14 13:03:52 ] INFO | root | Data Transformation completed successfully: DataTransformationArtifact(transformed_object_file_path='artifact\\data_transformation\\transformed_object\\preprocessing.pkl', transformed_train_file_path='artifact\\data_transformation\\transformed\\train.npy', transformed_test_file_path='artifact\\data_transformation\\transformed\\test.npy')
[ 2026-03-14 13:03:52 ] INFO | root | Entered initiate_model_trainer method
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Loading numpy array: artifact\data_transformation\transformed\train.npy
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Numpy array loaded successfully
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Loading numpy array: artifact\data_transformation\transformed\test.npy
[ 2026-03-14 13:03:52 ] INFO | heart_failure_logger | Numpy array loaded successfully
[ 2026-03-14 13:03:52 ] INFO | root | Finding best model using ModelFactory
[ 2026-03-14 13:03:52 ] INFO | neuro_mf | Started Initializing model from config file
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.topology | {"message": "Server heartbeat failed", "topologyId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-00.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 1546.9999999913853, "failure": "\"_OperationCancelled('operation cancelled')\"", "driverConnectionId": 1}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.topology | {"message": "Server heartbeat failed", "topologyId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-02.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 1016.0000000032596, "failure": "\"_OperationCancelled('operation cancelled')\"", "driverConnectionId": 1}
[ 2026-03-14 13:03:52 ] DEBUG | pymongo.topology | {"message": "Server heartbeat failed", "topologyId": {"$oid": "69b5a303480e2a1ceb85a532"}, "serverHost": "ac-cpfhhdl-shard-00-01.mubhbwm.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 1030.9999999881256, "failure": "\"_OperationCancelled('operation cancelled')\"", "driverConnectionId": 1}
